 Number | Obsoleted |        Reference
RFC5770 |           | Komu, M., Henderson, T., Tschofenig, H., Melen, J., and A. Keranen, Ed., "Basic Host Identity Protocol (HIP) Extensions for Traversal of Network Address Translators", RFC 5770, DOI 10.17487/RFC5770, April 2010, <https://www.rfc-editor.org/info/rfc5770>.
RFC5771 |           | Cotton, M., Vegoda, L., and D. Meyer, "IANA Guidelines for IPv4 Multicast Address Assignments", BCP 51, RFC 5771, DOI 10.17487/RFC5771, March 2010, <https://www.rfc-editor.org/info/rfc5771>.
RFC5772 |           | Doria, A., Davies, E., and F. Kastenholz, "A Set of Possible Requirements for a Future Routing Architecture", RFC 5772, DOI 10.17487/RFC5772, February 2010, <https://www.rfc-editor.org/info/rfc5772>.
RFC5773 |           | Davies, E. and A. Doria, "Analysis of Inter-Domain Routing Requirements and History", RFC 5773, DOI 10.17487/RFC5773, February 2010, <https://www.rfc-editor.org/info/rfc5773>.
RFC5774 |           | Wolf, K. and A. Mayrhofer, "Considerations for Civic Addresses in the Presence Information Data Format Location Object (PIDF-LO): Guidelines and IANA Registry Definition", BCP 154, RFC 5774, DOI 10.17487/RFC5774, March 2010, <https://www.rfc-editor.org/info/rfc5774>.
RFC5775 |           | Luby, M., Watson, M., and L. Vicisano, "Asynchronous Layered Coding (ALC) Protocol Instantiation", RFC 5775, DOI 10.17487/RFC5775, April 2010, <https://www.rfc-editor.org/info/rfc5775>.
RFC5776 |           | Roca, V., Francillon, A., and S. Faurite, "Use of Timed Efficient Stream Loss-Tolerant Authentication (TESLA) in the Asynchronous Layered Coding (ALC) and NACK-Oriented Reliable Multicast (NORM) Protocols", RFC 5776, DOI 10.17487/RFC5776, April 2010, <https://www.rfc-editor.org/info/rfc5776>.
RFC5777 |           | Korhonen, J., Tschofenig, H., Arumaithurai, M., Jones, M., Ed., and A. Lior, "Traffic Classification and Quality of Service (QoS) Attributes for Diameter", RFC 5777, DOI 10.17487/RFC5777, February 2010, <https://www.rfc-editor.org/info/rfc5777>.
RFC5778 |           | Korhonen, J., Ed., Tschofenig, H., Bournelle, J., Giaretta, G., and M. Nakhjiri, "Diameter Mobile IPv6: Support for Home Agent to Diameter Server Interaction", RFC 5778, DOI 10.17487/RFC5778, February 2010, <https://www.rfc-editor.org/info/rfc5778>.
RFC5779 |           | Korhonen, J., Ed., Bournelle, J., Chowdhury, K., Muhanna, A., and U. Meyer, "Diameter Proxy Mobile IPv6: Mobile Access Gateway and Local Mobility Anchor Interaction with Diameter Server", RFC 5779, DOI 10.17487/RFC5779, February 2010, <https://www.rfc-editor.org/info/rfc5779>.
RFC5780 |           | MacDonald, D. and B. Lowekamp, "NAT Behavior Discovery Using Session Traversal Utilities for NAT (STUN)", RFC 5780, DOI 10.17487/RFC5780, May 2010, <https://www.rfc-editor.org/info/rfc5780>.
RFC5781 |           | Weiler, S., Ward, D., and R. Housley, "The rsync URI Scheme", RFC 5781, DOI 10.17487/RFC5781, February 2010, <https://www.rfc-editor.org/info/rfc5781>.
RFC5782 |           | Levine, J., "DNS Blacklists and Whitelists", RFC 5782, DOI 10.17487/RFC5782, February 2010, <https://www.rfc-editor.org/info/rfc5782>.
RFC5783 |           | Welzl, M. and W. Eddy, "Congestion Control in the RFC Series", RFC 5783, DOI 10.17487/RFC5783, February 2010, <https://www.rfc-editor.org/info/rfc5783>.
RFC5784 |           | Freed, N. and S. Vedam, "Sieve Email Filtering:  Sieves and Display Directives in XML", RFC 5784, DOI 10.17487/RFC5784, March 2010, <https://www.rfc-editor.org/info/rfc5784>.
RFC5785 |   RFC8615 | Nottingham, M. and E. Hammer-Lahav, "Defining Well-Known Uniform Resource Identifiers (URIs)", RFC 5785, DOI 10.17487/RFC5785, April 2010, <https://www.rfc-editor.org/info/rfc5785>.
RFC5786 |           | Aggarwal, R. and K. Kompella, "Advertising a Router's Local Addresses in OSPF Traffic Engineering (TE) Extensions", RFC 5786, DOI 10.17487/RFC5786, March 2010, <https://www.rfc-editor.org/info/rfc5786>.
RFC5787 |   RFC6827 | Papadimitriou, D., "OSPFv2 Routing Protocols Extensions for Automatically Switched Optical Network (ASON) Routing", RFC 5787, DOI 10.17487/RFC5787, March 2010, <https://www.rfc-editor.org/info/rfc5787>.
RFC5788 |           | Melnikov, A. and D. Cridland, "IMAP4 Keyword Registry", RFC 5788, DOI 10.17487/RFC5788, March 2010, <https://www.rfc-editor.org/info/rfc5788>.
RFC5789 |           | Dusseault, L. and J. Snell, "PATCH Method for HTTP", RFC 5789, DOI 10.17487/RFC5789, March 2010, <https://www.rfc-editor.org/info/rfc5789>.
RFC5790 |           | Liu, H., Cao, W., and H. Asaeda, "Lightweight Internet Group Management Protocol Version 3 (IGMPv3) and Multicast Listener Discovery Version 2 (MLDv2) Protocols", RFC 5790, DOI 10.17487/RFC5790, February 2010, <https://www.rfc-editor.org/info/rfc5790>.
RFC5791 |           | Reschke, J. and J. Kunze, "RFC 2731 ("Encoding Dublin Core Metadata in HTML") Is Obsolete", RFC 5791, DOI 10.17487/RFC5791, February 2010, <https://www.rfc-editor.org/info/rfc5791>.
RFC5792 |           | Sangster, P. and K. Narayan, "PA-TNC: A Posture Attribute (PA) Protocol Compatible with Trusted Network Connect (TNC)", RFC 5792, DOI 10.17487/RFC5792, March 2010, <https://www.rfc-editor.org/info/rfc5792>.
RFC5793 |           | Sahita, R., Hanna, S., Hurst, R., and K. Narayan, "PB-TNC: A Posture Broker (PB) Protocol Compatible with Trusted Network Connect (TNC)", RFC 5793, DOI 10.17487/RFC5793, March 2010, <https://www.rfc-editor.org/info/rfc5793>.
RFC5794 |           | Lee, J., Lee, J., Kim, J., Kwon, D., and C. Kim, "A Description of the ARIA Encryption Algorithm", RFC 5794, DOI 10.17487/RFC5794, March 2010, <https://www.rfc-editor.org/info/rfc5794>.
RFC5795 |           | Sandlund, K., Pelletier, G., and L-E. Jonsson, "The RObust Header Compression (ROHC) Framework", RFC 5795, DOI 10.17487/RFC5795, March 2010, <https://www.rfc-editor.org/info/rfc5795>.
RFC5796 |           | Atwood, W., Islam, S., and M. Siami, "Authentication and Confidentiality in Protocol Independent Multicast Sparse Mode (PIM-SM) Link-Local Messages", RFC 5796, DOI 10.17487/RFC5796, March 2010, <https://www.rfc-editor.org/info/rfc5796>.
RFC5797 |           | Klensin, J. and A. Hoenes, "FTP Command and Extension Registry", RFC 5797, DOI 10.17487/RFC5797, March 2010, <https://www.rfc-editor.org/info/rfc5797>.
RFC5798 |           | Nadas, S., Ed., "Virtual Router Redundancy Protocol (VRRP) Version 3 for IPv4 and IPv6", RFC 5798, DOI 10.17487/RFC5798, March 2010, <https://www.rfc-editor.org/info/rfc5798>.
RFC5801 |           | Josefsson, S. and N. Williams, "Using Generic Security Service Application Program Interface (GSS-API) Mechanisms in Simple Authentication and Security Layer (SASL): The GS2 Mechanism Family", RFC 5801, DOI 10.17487/RFC5801, July 2010, <https://www.rfc-editor.org/info/rfc5801>.
RFC5802 |           | Newman, C., Menon-Sen, A., Melnikov, A., and N. Williams, "Salted Challenge Response Authentication Mechanism (SCRAM) SASL and GSS-API Mechanisms", RFC 5802, DOI 10.17487/RFC5802, July 2010, <https://www.rfc-editor.org/info/rfc5802>.
RFC5803 |           | Melnikov, A., "Lightweight Directory Access Protocol (LDAP) Schema for Storing Salted Challenge Response Authentication Mechanism (SCRAM) Secrets", RFC 5803, DOI 10.17487/RFC5803, July 2010, <https://www.rfc-editor.org/info/rfc5803>.
RFC5804 |           | Melnikov, A., Ed., and T. Martin, "A Protocol for Remotely Managing Sieve Scripts", RFC 5804, DOI 10.17487/RFC5804, July 2010, <https://www.rfc-editor.org/info/rfc5804>.
RFC5805 |           | Zeilenga, K., "Lightweight Directory Access Protocol (LDAP) Transactions", RFC 5805, DOI 10.17487/RFC5805, March 2010, <https://www.rfc-editor.org/info/rfc5805>.
RFC5806 |           | Levy, S. and M. Mohali, Ed., "Diversion Indication in SIP", RFC 5806, DOI 10.17487/RFC5806, March 2010, <https://www.rfc-editor.org/info/rfc5806>.
RFC5807 |           | Ohba, Y. and A. Yegin, "Definition of Master Key between PANA Client and Enforcement Point", RFC 5807, DOI 10.17487/RFC5807, March 2010, <https://www.rfc-editor.org/info/rfc5807>.
RFC5808 |           | Marshall, R., Ed., "Requirements for a Location-by-Reference Mechanism", RFC 5808, DOI 10.17487/RFC5808, May 2010, <https://www.rfc-editor.org/info/rfc5808>.
RFC5810 |           | Doria, A., Ed., Hadi Salim, J., Ed., Haas, R., Ed., Khosravi, H., Ed., Wang, W., Ed., Dong, L., Gopal, R., and J. Halpern, "Forwarding and Control Element Separation (ForCES) Protocol Specification", RFC 5810, DOI 10.17487/RFC5810, March 2010, <https://www.rfc-editor.org/info/rfc5810>.
RFC5811 |           | Hadi Salim, J. and K. Ogawa, "SCTP-Based Transport Mapping Layer (TML) for the Forwarding and Control Element Separation (ForCES) Protocol", RFC 5811, DOI 10.17487/RFC5811, March 2010, <https://www.rfc-editor.org/info/rfc5811>.
RFC5812 |           | Halpern, J. and J. Hadi Salim, "Forwarding and Control Element Separation (ForCES) Forwarding Element Model", RFC 5812, DOI 10.17487/RFC5812, March 2010, <https://www.rfc-editor.org/info/rfc5812>.
RFC5813 |           | Haas, R., "Forwarding and Control Element Separation (ForCES) MIB", RFC 5813, DOI 10.17487/RFC5813, March 2010, <https://www.rfc-editor.org/info/rfc5813>.
RFC5814 |           | Sun, W., Ed., and G. Zhang, Ed., "Label Switched Path (LSP) Dynamic Provisioning Performance Metrics in Generalized MPLS Networks", RFC 5814, DOI 10.17487/RFC5814, March 2010, <https://www.rfc-editor.org/info/rfc5814>.
RFC5815 |   RFC6615 | Dietz, T., Ed., Kobayashi, A., Claise, B., and G. Muenz, "Definitions of Managed Objects for IP Flow Information Export", RFC 5815, DOI 10.17487/RFC5815, April 2010, <https://www.rfc-editor.org/info/rfc5815>.
RFC5816 |           | Santesson, S. and N. Pope, "ESSCertIDv2 Update for RFC 3161", RFC 5816, DOI 10.17487/RFC5816, April 2010, <https://www.rfc-editor.org/info/rfc5816>.
RFC5817 |           | Ali, Z., Vasseur, JP., Zamfir, A., and J. Newton, "Graceful Shutdown in MPLS and Generalized MPLS Traffic Engineering Networks", RFC 5817, DOI 10.17487/RFC5817, April 2010, <https://www.rfc-editor.org/info/rfc5817>.
RFC5818 |           | Li, D., Xu, H., Bardalai, S., Meuric, J., and D. Caviglia, "Data Channel Status Confirmation Extensions for the Link Management Protocol", RFC 5818, DOI 10.17487/RFC5818, April 2010, <https://www.rfc-editor.org/info/rfc5818>.
RFC5819 |           | Melnikov, A. and T. Sirainen, "IMAP4 Extension for Returning STATUS Information in Extended LIST", RFC 5819, DOI 10.17487/RFC5819, March 2010, <https://www.rfc-editor.org/info/rfc5819>.
RFC5820 |           | Roy, A., Ed., and M. Chandra, Ed., "Extensions to OSPF to Support Mobile Ad Hoc Networking", RFC 5820, DOI 10.17487/RFC5820, March 2010, <https://www.rfc-editor.org/info/rfc5820>.
RFC5824 |           | Kumaki, K., Ed., Zhang, R., and Y. Kamite, "Requirements for Supporting Customer Resource ReSerVation Protocol (RSVP) and RSVP Traffic Engineering (RSVP-TE) over a BGP/MPLS IP-VPN", RFC 5824, DOI 10.17487/RFC5824, April 2010, <https://www.rfc-editor.org/info/rfc5824>.
RFC5825 |   RFC6530 | Fujiwara, K. and B. Leiba, "Displaying Downgraded Messages for Email Address Internationalization", RFC 5825, DOI 10.17487/RFC5825, April 2010, <https://www.rfc-editor.org/info/rfc5825>.
RFC5826 |           | Brandt, A., Buron, J., and G. Porcu, "Home Automation Routing Requirements in Low-Power and Lossy Networks", RFC 5826, DOI 10.17487/RFC5826, April 2010, <https://www.rfc-editor.org/info/rfc5826>.
RFC5827 |           | Allman, M., Avrachenkov, K., Ayesta, U., Blanton, J., and P. Hurtig, "Early Retransmit for TCP and Stream Control Transmission Protocol (SCTP)", RFC 5827, DOI 10.17487/RFC5827, May 2010, <https://www.rfc-editor.org/info/rfc5827>.
RFC5828 |           | Fedyk, D., Berger, L., and L. Andersson, "Generalized Multiprotocol Label Switching (GMPLS) Ethernet Label Switching Architecture and Framework", RFC 5828, DOI 10.17487/RFC5828, March 2010, <https://www.rfc-editor.org/info/rfc5828>.
RFC5829 |           | Brown, A., Clemm, G., and J. Reschke, Ed., "Link Relation Types for Simple Version Navigation between Web Resources", RFC 5829, DOI 10.17487/RFC5829, April 2010, <https://www.rfc-editor.org/info/rfc5829>.
RFC5830 |           | Dolmatov, V., Ed., "GOST 28147-89: Encryption, Decryption, and Message Authentication Code (MAC) Algorithms", RFC 5830, DOI 10.17487/RFC5830, March 2010, <https://www.rfc-editor.org/info/rfc5830>.
RFC5831 |           | Dolmatov, V., Ed., "GOST R 34.11-94: Hash Function Algorithm", RFC 5831, DOI 10.17487/RFC5831, March 2010, <https://www.rfc-editor.org/info/rfc5831>.
RFC5832 |           | Dolmatov, V., Ed., "GOST R 34.10-2001: Digital Signature Algorithm", RFC 5832, DOI 10.17487/RFC5832, March 2010, <https://www.rfc-editor.org/info/rfc5832>.
RFC5833 |           | Shi, Y., Ed., Perkins, D., Ed., Elliott, C., Ed., and Y. Zhang, Ed., "Control and Provisioning of Wireless Access Points (CAPWAP) Protocol Base MIB", RFC 5833, DOI 10.17487/RFC5833, May 2010, <https://www.rfc-editor.org/info/rfc5833>.
RFC5834 |           | Shi, Y., Ed., Perkins, D., Ed., Elliott, C., Ed., and Y. Zhang, Ed., "Control and Provisioning of Wireless Access Points (CAPWAP) Protocol Binding MIB for IEEE 802.11", RFC 5834, DOI 10.17487/RFC5834, May 2010, <https://www.rfc-editor.org/info/rfc5834>.
RFC5835 |           | Morton, A., Ed., and S. Van den Berghe, Ed., "Framework for Metric Composition", RFC 5835, DOI 10.17487/RFC5835, April 2010, <https://www.rfc-editor.org/info/rfc5835>.
RFC5836 |           | Ohba, Y., Ed., Wu, Q., Ed., and G. Zorn, Ed., "Extensible Authentication Protocol (EAP) Early Authentication Problem Statement", RFC 5836, DOI 10.17487/RFC5836, April 2010, <https://www.rfc-editor.org/info/rfc5836>.
RFC5837 |           | Atlas, A., Ed., Bonica, R., Ed., Pignataro, C., Ed., Shen, N., and JR. Rivers, "Extending ICMP for Interface and Next-Hop Identification", RFC 5837, DOI 10.17487/RFC5837, April 2010, <https://www.rfc-editor.org/info/rfc5837>.
RFC5838 |           | Lindem, A., Ed., Mirtorabi, S., Roy, A., Barnes, M., and R. Aggarwal, "Support of Address Families in OSPFv3", RFC 5838, DOI 10.17487/RFC5838, April 2010, <https://www.rfc-editor.org/info/rfc5838>.
RFC5839 |           | Niemi, A. and D. Willis, Ed., "An Extension to Session Initiation Protocol (SIP) Events for Conditional Event Notification", RFC 5839, DOI 10.17487/RFC5839, May 2010, <https://www.rfc-editor.org/info/rfc5839>.
RFC5840 |           | Grewal, K., Montenegro, G., and M. Bhatia, "Wrapped Encapsulating Security Payload (ESP) for Traffic Visibility", RFC 5840, DOI 10.17487/RFC5840, April 2010, <https://www.rfc-editor.org/info/rfc5840>.
RFC5841 |           | Hay, R. and W. Turkal, "TCP Option to Denote Packet Mood", RFC 5841, DOI 10.17487/RFC5841, April 1 2010, <https://www.rfc-editor.org/info/rfc5841>.
RFC5842 |           | Clemm, G., Crawford, J., Reschke, J., Ed., and J. Whitehead, "Binding Extensions to Web Distributed Authoring and Versioning (WebDAV)", RFC 5842, DOI 10.17487/RFC5842, April 2010, <https://www.rfc-editor.org/info/rfc5842>.
RFC5843 |           | Bryan, A., "Additional Hash Algorithms for HTTP Instance Digests", RFC 5843, DOI 10.17487/RFC5843, April 2010, <https://www.rfc-editor.org/info/rfc5843>.
RFC5844 |           | Wakikawa, R. and S. Gundavelli, "IPv4 Support for Proxy Mobile IPv6", RFC 5844, DOI 10.17487/RFC5844, May 2010, <https://www.rfc-editor.org/info/rfc5844>.
RFC5845 |           | Muhanna, A., Khalil, M., Gundavelli, S., and K. Leung, "Generic Routing Encapsulation (GRE) Key Option for Proxy Mobile IPv6", RFC 5845, DOI 10.17487/RFC5845, June 2010, <https://www.rfc-editor.org/info/rfc5845>.
RFC5846 |           | Muhanna, A., Khalil, M., Gundavelli, S., Chowdhury, K., and P. Yegani, "Binding Revocation for IPv6 Mobility", RFC 5846, DOI 10.17487/RFC5846, June 2010, <https://www.rfc-editor.org/info/rfc5846>.
RFC5847 |           | Devarapalli, V., Ed., Koodli, R., Ed., Lim, H., Kant, N., Krishnan, S., and J. Laganier, "Heartbeat Mechanism for Proxy Mobile IPv6", RFC 5847, DOI 10.17487/RFC5847, June 2010, <https://www.rfc-editor.org/info/rfc5847>.
RFC5848 |           | Kelsey, J., Callas, J., and A. Clemm, "Signed Syslog Messages", RFC 5848, DOI 10.17487/RFC5848, May 2010, <https://www.rfc-editor.org/info/rfc5848>.
RFC5849 |   RFC6749 | Hammer-Lahav, E., Ed., "The OAuth 1.0 Protocol", RFC 5849, DOI 10.17487/RFC5849, April 2010, <https://www.rfc-editor.org/info/rfc5849>.
RFC5850 |           | Mahy, R., Sparks, R., Rosenberg, J., Petrie, D., and A. Johnston, Ed., "A Call Control and Multi-Party Usage Framework for the Session Initiation Protocol (SIP)", RFC 5850, DOI 10.17487/RFC5850, May 2010, <https://www.rfc-editor.org/info/rfc5850>.
RFC5851 |           | Ooghe, S., Voigt, N., Platnic, M., Haag, T., and S. Wadhwa, "Framework and Requirements for an Access Node Control Mechanism in Broadband Multi-Service Networks", RFC 5851, DOI 10.17487/RFC5851, May 2010, <https://www.rfc-editor.org/info/rfc5851>.
RFC5852 |           | Caviglia, D., Ceccarelli, D., Bramanti, D., Li, D., and S. Bardalai, "RSVP-TE Signaling Extension for LSP Handover from the Management Plane to the Control Plane in a GMPLS-Enabled Transport Network", RFC 5852, DOI 10.17487/RFC5852, April 2010, <https://www.rfc-editor.org/info/rfc5852>.
RFC5853 |           | Hautakorpi, J., Ed., Camarillo, G., Penfield, R., Hawrylyshen, A., and M. Bhatia, "Requirements from Session Initiation Protocol (SIP) Session Border Control (SBC) Deployments", RFC 5853, DOI 10.17487/RFC5853, April 2010, <https://www.rfc-editor.org/info/rfc5853>.
RFC5854 |           | Bryan, A., Tsujikawa, T., McNab, N., and P. Poeml, "The Metalink Download Description Format", RFC 5854, DOI 10.17487/RFC5854, June 2010, <https://www.rfc-editor.org/info/rfc5854>.
RFC5855 |           | Abley, J. and T. Manderson, "Nameservers for IPv4 and IPv6 Reverse Zones", BCP 155, RFC 5855, DOI 10.17487/RFC5855, May 2010, <https://www.rfc-editor.org/info/rfc5855>.
RFC5856 |           | Ertekin, E., Jasani, R., Christou, C., and C. Bormann, "Integration of Robust Header Compression over IPsec Security Associations", RFC 5856, DOI 10.17487/RFC5856, May 2010, <https://www.rfc-editor.org/info/rfc5856>.
